ID,Education,JoiningYear,City,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Salary,Department,Age_Group
2128,Masters,2012,New Delhi,1,29,Female,1,0,116310,IT,26-35
2129,Bachelors,2015,Bangalore,3,30,Female,2,0,46577,Sales,26-35
2130,Masters,2017,Bangalore,2,26,Male,4,1,75127,HR,26-35
2131,Bachelors,2012,Bangalore,3,26,Male,4,0,48170,Sales,26-35
2132,Bachelors,2013,Bangalore,1,30,Male,1,0,94451,IT,26-35
2133,Masters,2017,New Delhi,3,30,Male,2,0,57889,Sales,26-35
2134,Bachelors,2015,Pune,2,27,Female,5,1,62220,HR,26-35
2135,Bachelors,2016,Bangalore,3,28,Male,2,1,43511,Sales,26-35
2136,Bachelors,2017,Pune,2,26,Female,4,1,63224,HR,26-35
2137,Masters,2015,New Delhi,2,26,Female,4,0,71558,HR,26-35
2138,Bachelors,2015,Pune,2,26,Female,4,1,62007,HR,26-35
2139,Phd,2013,New Delhi,3,27,Female,5,0,60076,Sales,26-35
2140,Bachelors,2014,Bangalore,3,27,Male,5,1,42567,Sales,26-35
2141,Bachelors,2013,New Delhi,3,29,Female,1,0,42249,Sales,26-35
2142,Masters,2017,Pune,3,29,Male,2,0,51900,Sales,26-35
2143,Bachelors,2016,Pune,3,28,Male,2,0,49392,Sales,26-35
2144,Bachelors,2013,Bangalore,3,26,Male,4,0,43465,Sales,26-35
2145,Bachelors,2013,Bangalore,3,29,Male,1,0,43870,Sales,26-35
2146,Bachelors,2016,Pune,3,29,Male,2,0,44572,Sales,26-35
2147,Masters,2016,New Delhi,3,26,Male,4,0,58146,Sales,26-35
2148,Bachelors,2015,Bangalore,3,30,Female,1,1,45643,Sales,26-35
2149,Bachelors,2014,Bangalore,3,26,Male,4,0,47789,Sales,26-35
2150,Bachelors,2013,Bangalore,3,27,Female,5,0,46126,Sales,26-35
2151,Bachelors,2016,Bangalore,3,29,Male,2,0,42773,Sales,26-35
2152,Bachelors,2016,Bangalore,3,29,Male,1,0,44158,Sales,26-35
2153,Masters,2014,New Delhi,3,29,Male,1,0,53396,Sales,26-35
2154,Bachelors,2014,Bangalore,3,27,Male,5,0,42491,Sales,26-35
2155,Bachelors,2012,Bangalore,1,27,Female,5,0,88375,IT,26-35
2156,Bachelors,2015,New Delhi,3,26,Female,4,0,48627,Sales,26-35
2157,Bachelors,2015,Pune,1,28,Female,2,1,89492,IT,26-35
2158,Bachelors,2015,Pune,2,28,Female,1,1,62869,HR,26-35
2159,Bachelors,2018,Pune,2,28,Female,2,1,64660,HR,26-35
2160,Bachelors,2015,Pune,3,28,Female,1,1,40165,Sales,26-35
2161,Bachelors,2015,Pune,3,29,Male,2,0,41464,Sales,26-35
2162,Bachelors,2013,Bangalore,3,27,Male,5,0,45114,Sales,26-35
2163,Bachelors,2014,Pune,2,27,Female,5,1,60196,HR,26-35
2164,Bachelors,2014,Bangalore,3,27,Male,5,1,42609,Sales,26-35
2165,Bachelors,2016,Bangalore,3,30,Male,1,0,40159,Sales,26-35
2166,Phd,2015,New Delhi,3,28,Male,2,1,68921,Sales,26-35
2167,Bachelors,2014,Pune,3,29,Male,2,0,40180,Sales,26-35
2168,Bachelors,2015,Bangalore,3,29,Male,1,0,47301,Sales,26-35
2169,Bachelors,2013,Pune,3,30,Male,2,0,48141,Sales,26-35
2170,Bachelors,2013,Bangalore,3,28,Male,1,0,43096,Sales,26-35
2171,Bachelors,2015,Pune,2,29,Female,2,1,67928,HR,26-35
2172,Bachelors,2017,Bangalore,3,30,Male,1,0,46983,Sales,26-35
2173,Bachelors,2012,Bangalore,3,27,Male,5,0,44932,Sales,26-35
2174,Masters,2017,New Delhi,2,27,Male,5,0,79152,HR,26-35
2175,Bachelors,2018,Bangalore,3,29,Male,1,1,42911,Sales,26-35
2176,Masters,2012,New Delhi,1,30,Female,2,1,117875,IT,26-35
2177,Masters,2016,New Delhi,3,28,Female,2,0,58771,Sales,26-35
2178,Bachelors,2016,Bangalore,3,26,Male,4,0,46264,Sales,26-35
2179,Bachelors,2012,Bangalore,3,28,Female,1,0,44625,Sales,26-35
2180,Bachelors,2018,Pune,3,27,Male,5,1,49388,Sales,26-35
2181,Bachelors,2014,Bangalore,3,29,Female,2,0,42668,Sales,26-35
2182,Phd,2017,Bangalore,3,27,Male,5,0,67145,Sales,26-35
2183,Bachelors,2017,Bangalore,3,29,Male,2,0,44928,Sales,26-35
2184,Bachelors,2014,Bangalore,3,28,Male,2,0,42298,Sales,26-35
2185,Bachelors,2014,Bangalore,3,26,Female,4,0,41903,Sales,26-35
2186,Bachelors,2012,Bangalore,3,28,Male,2,0,43617,Sales,26-35
2187,Masters,2018,Bangalore,3,28,Female,2,1,55351,Sales,26-35
2188,Bachelors,2017,Bangalore,3,28,Female,1,0,45270,Sales,26-35
2189,Bachelors,2015,Bangalore,3,28,Male,1,0,46289,Sales,26-35
2190,Bachelors,2014,New Delhi,3,29,Female,1,0,47048,Sales,26-35
2191,Masters,2017,New Delhi,3,28,Male,2,0,58482,Sales,26-35
2192,Masters,2017,New Delhi,3,29,Male,1,0,52819,Sales,26-35
2193,Bachelors,2014,Pune,2,29,Male,2,1,69872,HR,26-35
2194,Masters,2013,New Delhi,3,26,Male,4,1,54148,Sales,26-35
2195,Bachelors,2014,Bangalore,3,30,Male,1,0,44481,Sales,26-35
2196,Bachelors,2013,New Delhi,3,26,Female,4,0,42548,Sales,26-35
2197,Bachelors,2014,Bangalore,1,29,Male,2,0,83025,IT,26-35
2198,Masters,2016,Pune,3,29,Male,2,0,57181,Sales,26-35
2199,Phd,2016,Pune,1,28,Male,2,0,122063,IT,26-35
2200,Phd,2015,Bangalore,3,29,Male,2,0,66826,Sales,26-35
2201,Bachelors,2014,Bangalore,3,28,Male,1,0,48615,Sales,26-35
2202,Bachelors,2015,Pune,2,26,Female,4,1,68562,HR,26-35
2203,Bachelors,2015,Bangalore,3,28,Female,1,0,40631,Sales,26-35
2204,Bachelors,2015,Pune,3,28,Male,2,0,42877,Sales,26-35
2205,Bachelors,2016,New Delhi,3,26,Female,4,0,41585,Sales,26-35
2206,Bachelors,2014,Bangalore,3,29,Male,1,1,45939,Sales,26-35
2207,Bachelors,2013,Bangalore,2,30,Female,1,1,64754,HR,26-35
2208,Bachelors,2015,Bangalore,3,29,Male,1,0,48558,Sales,26-35
2209,Bachelors,2012,Bangalore,3,26,Male,4,0,42851,Sales,26-35
2210,Phd,2017,New Delhi,3,29,Male,1,0,67913,Sales,26-35
2211,Masters,2017,New Delhi,3,29,Male,2,0,59147,Sales,26-35
2212,Bachelors,2015,Pune,2,30,Female,1,1,66729,HR,26-35
2213,Bachelors,2012,New Delhi,3,26,Female,4,0,42029,Sales,26-35
2214,Bachelors,2013,Pune,3,30,Male,1,0,49951,Sales,26-35
2215,Bachelors,2012,Bangalore,3,30,Female,1,1,43030,Sales,26-35
2216,Bachelors,2015,New Delhi,3,26,Female,4,0,45738,Sales,26-35
2217,Bachelors,2015,Pune,3,28,Female,2,1,42109,Sales,26-35
2218,Bachelors,2014,Bangalore,3,29,Male,1,0,43685,Sales,26-35
2219,Bachelors,2013,Pune,2,28,Female,1,1,68604,HR,26-35
2220,Bachelors,2016,Bangalore,3,28,Female,1,0,43227,Sales,26-35
2221,Masters,2018,New Delhi,3,30,Female,2,1,57583,Sales,26-35
2222,Bachelors,2018,Pune,3,29,Male,1,1,41003,Sales,26-35
2223,Bachelors,2016,Bangalore,3,30,Female,2,0,45681,Sales,26-35
2224,Bachelors,2015,Bangalore,3,26,Male,4,0,47772,Sales,26-35
2225,Masters,2017,Pune,2,27,Male,5,1,74468,HR,26-35
2226,Masters,2017,Pune,2,26,Female,4,1,78628,HR,26-35
2227,Masters,2017,New Delhi,3,26,Male,4,1,58103,Sales,26-35
2228,Bachelors,2017,Pune,2,30,Female,2,1,64195,HR,26-35
2229,Bachelors,2012,Bangalore,3,28,Male,1,0,48522,Sales,26-35
2230,Bachelors,2014,Bangalore,3,28,Male,2,0,45895,Sales,26-35
2231,Phd,2015,Bangalore,3,29,Female,1,0,68159,Sales,26-35
2232,Masters,2015,New Delhi,3,26,Male,4,1,59326,Sales,26-35
2233,Bachelors,2017,Pune,3,30,Male,2,0,49425,Sales,26-35
2234,Bachelors,2014,New Delhi,3,28,Female,1,0,40589,Sales,26-35
2235,Bachelors,2013,Bangalore,1,30,Male,1,0,82490,IT,26-35
2236,Bachelors,2016,Bangalore,3,27,Female,5,1,42197,Sales,26-35
2237,Bachelors,2014,Pune,1,28,Male,1,0,86346,IT,26-35
2238,Bachelors,2015,Bangalore,3,30,Male,1,0,49348,Sales,26-35
2239,Bachelors,2013,New Delhi,3,27,Male,5,0,43646,Sales,26-35
2240,Bachelors,2017,Pune,2,27,Male,5,0,69257,HR,26-35
2241,Masters,2017,New Delhi,2,28,Male,1,1,75522,HR,26-35
2242,Masters,2017,New Delhi,2,27,Male,5,1,73773,HR,26-35
2243,Masters,2014,New Delhi,3,27,Male,5,0,52011,Sales,26-35
2244,Phd,2014,New Delhi,2,27,Female,5,0,86629,HR,26-35
2245,Bachelors,2015,Bangalore,3,29,Male,2,0,46696,Sales,26-35
2246,Bachelors,2012,Pune,3,27,Male,5,0,40388,Sales,26-35
2247,Bachelors,2017,Bangalore,3,30,Male,2,0,47296,Sales,26-35
2248,Bachelors,2014,Bangalore,1,27,Female,5,0,83917,IT,26-35
2249,Bachelors,2014,Pune,1,26,Male,4,0,92608,IT,26-35
2250,Bachelors,2012,Bangalore,3,29,Male,2,0,45223,Sales,26-35
2251,Bachelors,2012,New Delhi,3,30,Male,1,0,42328,Sales,26-35
2252,Bachelors,2015,Bangalore,3,27,Female,5,0,40340,Sales,26-35
2253,Masters,2017,New Delhi,2,30,Female,2,0,71295,HR,26-35
2254,Masters,2018,New Delhi,3,29,Male,2,1,51577,Sales,26-35
2255,Bachelors,2015,Bangalore,3,28,Male,2,0,46416,Sales,26-35
2256,Bachelors,2013,Bangalore,3,26,Female,4,0,46210,Sales,26-35
2257,Masters,2016,New Delhi,3,27,Male,5,1,52816,Sales,26-35
2258,Bachelors,2014,Pune,1,26,Female,4,1,83100,IT,26-35
2259,Bachelors,2017,Pune,3,27,Male,5,0,43762,Sales,26-35
2260,Phd,2013,New Delhi,3,30,Male,1,0,65119,Sales,26-35
2261,Masters,2018,Bangalore,3,26,Male,4,1,53454,Sales,26-35
2262,Bachelors,2012,Bangalore,3,26,Male,4,0,49011,Sales,26-35
2263,Bachelors,2013,Bangalore,3,26,Male,4,0,48265,Sales,26-35
2264,Bachelors,2015,New Delhi,3,26,Female,4,0,47670,Sales,26-35
2265,Bachelors,2016,Pune,3,29,Male,2,0,44275,Sales,26-35
2266,Bachelors,2018,Bangalore,3,29,Female,2,1,47877,Sales,26-35
2267,Bachelors,2016,Bangalore,3,28,Male,1,0,47592,Sales,26-35
2268,Masters,2012,Pune,3,30,Male,1,0,56098,Sales,26-35
2269,Bachelors,2014,Bangalore,3,30,Female,2,0,43694,Sales,26-35
2270,Bachelors,2013,Bangalore,3,27,Male,5,1,49307,Sales,26-35
2271,Bachelors,2014,Bangalore,3,29,Female,1,0,40707,Sales,26-35
2272,Bachelors,2013,Pune,3,28,Male,2,0,44171,Sales,26-35
2273,Bachelors,2014,Pune,3,29,Male,2,0,42108,Sales,26-35
2274,Bachelors,2012,Bangalore,1,30,Female,2,0,84022,IT,26-35
2275,Bachelors,2018,Pune,3,28,Male,2,1,47870,Sales,26-35
2276,Bachelors,2012,Bangalore,3,30,Female,2,0,40006,Sales,26-35
2277,Masters,2017,New Delhi,2,30,Male,1,0,73275,HR,26-35
2278,Bachelors,2014,New Delhi,3,27,Female,5,0,46038,Sales,26-35
2279,Masters,2014,New Delhi,3,29,Male,2,0,55973,Sales,26-35
2280,Bachelors,2016,Bangalore,3,29,Male,2,0,40593,Sales,26-35
2281,Bachelors,2014,Pune,2,28,Female,2,1,66668,HR,26-35
2282,Bachelors,2017,New Delhi,3,26,Male,4,0,49205,Sales,26-35
2283,Bachelors,2018,Pune,3,28,Male,1,1,45233,Sales,26-35
2284,Bachelors,2016,Pune,3,29,Male,1,0,47952,Sales,26-35
2285,Bachelors,2015,Pune,3,26,Female,4,1,44794,Sales,26-35
2286,Masters,2017,Bangalore,3,27,Male,5,1,53697,Sales,26-35
2287,Masters,2017,New Delhi,2,26,Male,4,0,76861,HR,26-35
2288,Masters,2013,New Delhi,3,26,Female,4,1,59383,Sales,26-35
2289,Bachelors,2017,Bangalore,3,29,Male,1,0,40480,Sales,26-35
2290,Masters,2013,New Delhi,3,27,Female,5,0,59375,Sales,26-35
2291,Bachelors,2012,Pune,2,30,Female,2,1,67026,HR,26-35
2292,Bachelors,2013,New Delhi,3,26,Male,4,0,46323,Sales,26-35
2293,Bachelors,2015,Pune,2,28,Female,1,1,69217,HR,26-35
2294,Bachelors,2013,New Delhi,3,27,Male,5,0,48462,Sales,26-35
2295,Bachelors,2015,Pune,2,29,Female,2,1,66350,HR,26-35
2296,Bachelors,2012,Bangalore,1,27,Female,5,0,97460,IT,26-35
2297,Bachelors,2012,Bangalore,3,28,Male,2,0,40699,Sales,26-35
2298,Bachelors,2015,New Delhi,3,26,Male,4,0,40658,Sales,26-35
2299,Bachelors,2017,New Delhi,3,28,Female,1,0,42038,Sales,26-35
2300,Bachelors,2013,Bangalore,3,27,Male,5,0,41387,Sales,26-35
2301,Masters,2014,Bangalore,3,28,Male,1,1,56341,Sales,26-35
2302,Bachelors,2015,Bangalore,3,29,Male,1,0,41824,Sales,26-35
2303,Bachelors,2017,New Delhi,3,27,Female,5,0,45494,Sales,26-35
2304,Bachelors,2012,Bangalore,3,27,Male,5,0,40697,Sales,26-35
2305,Masters,2017,New Delhi,2,30,Male,2,0,78475,HR,26-35
2306,Bachelors,2015,Bangalore,3,28,Female,2,0,48174,Sales,26-35
2307,Masters,2017,Bangalore,1,27,Male,5,0,104783,IT,26-35
2308,Bachelors,2015,Bangalore,3,27,Male,5,0,46856,Sales,26-35
2309,Bachelors,2018,Bangalore,3,27,Male,5,1,43208,Sales,26-35
2310,Masters,2017,Pune,2,30,Male,1,0,79969,HR,26-35
2311,Bachelors,2013,Pune,3,29,Male,2,0,45654,Sales,26-35
2312,Bachelors,2013,Pune,3,29,Male,2,0,40204,Sales,26-35
2313,Bachelors,2012,Pune,3,27,Male,5,0,41627,Sales,26-35
2314,Bachelors,2015,Pune,3,30,Female,1,1,48602,Sales,26-35
2315,Bachelors,2015,Pune,2,29,Female,2,1,62126,HR,26-35
2316,Masters,2018,Pune,3,26,Male,4,1,58506,Sales,26-35
2317,Masters,2013,Bangalore,2,29,Female,2,1,72950,HR,26-35
2318,Bachelors,2014,Bangalore,1,28,Male,2,1,94974,IT,26-35
2319,Bachelors,2015,Bangalore,3,30,Male,1,0,42658,Sales,26-35
2320,Bachelors,2015,Pune,2,27,Female,5,1,62520,HR,26-35
2321,Bachelors,2014,Bangalore,3,28,Female,1,0,40301,Sales,26-35
2322,Masters,2015,New Delhi,3,27,Male,5,0,53244,Sales,26-35
2323,Masters,2017,New Delhi,2,26,Male,4,1,78819,HR,26-35
2324,Bachelors,2018,Bangalore,3,28,Male,1,1,49053,Sales,26-35
2325,Bachelors,2015,New Delhi,3,28,Female,2,0,45655,Sales,26-35
2326,Bachelors,2013,Bangalore,3,27,Male,5,0,44835,Sales,26-35
2327,Bachelors,2013,Pune,1,26,Female,4,1,86743,IT,26-35
2328,Masters,2017,New Delhi,2,30,Male,2,0,72446,HR,26-35
2329,Bachelors,2015,Bangalore,3,28,Female,1,0,46067,Sales,26-35
2330,Bachelors,2013,Bangalore,3,27,Male,5,0,47543,Sales,26-35
2331,Bachelors,2012,Bangalore,3,26,Male,4,1,41710,Sales,26-35
2332,Bachelors,2018,Bangalore,3,28,Male,2,1,41085,Sales,26-35
2333,Masters,2017,New Delhi,2,28,Male,2,0,70243,HR,26-35
2334,Bachelors,2015,Bangalore,3,29,Male,2,0,45644,Sales,26-35
2335,Bachelors,2012,New Delhi,3,30,Male,1,1,45876,Sales,26-35
2336,Masters,2016,Pune,3,30,Male,1,0,56386,Sales,26-35
2337,Bachelors,2014,Pune,3,30,Male,1,0,45821,Sales,26-35
2338,Bachelors,2018,Bangalore,3,26,Male,4,1,42741,Sales,26-35
2339,Masters,2017,Bangalore,3,26,Male,4,1,50349,Sales,26-35
2340,Bachelors,2012,New Delhi,3,27,Female,5,0,46993,Sales,26-35
2341,Bachelors,2018,Bangalore,3,26,Female,4,1,46213,Sales,26-35
2342,Phd,2014,Bangalore,3,27,Male,5,0,61907,Sales,26-35
2343,Masters,2017,New Delhi,2,26,Male,4,1,70846,HR,26-35
2344,Bachelors,2013,Bangalore,3,30,Female,1,1,42872,Sales,26-35
2345,Bachelors,2012,Bangalore,3,30,Female,2,0,42637,Sales,26-35
2346,Masters,2018,New Delhi,3,26,Male,4,1,50087,Sales,26-35
2347,Bachelors,2013,Bangalore,1,28,Female,1,0,94488,IT,26-35
2348,Bachelors,2017,Bangalore,3,30,Male,1,0,42675,Sales,26-35
2349,Masters,2017,Pune,2,30,Female,2,1,78101,HR,26-35
2350,Phd,2016,Bangalore,3,27,Male,5,0,67731,Sales,26-35
2351,Bachelors,2016,New Delhi,3,28,Female,2,0,48192,Sales,26-35
2352,Bachelors,2015,Pune,2,29,Female,1,1,60488,HR,26-35
2353,Bachelors,2013,Bangalore,3,27,Female,5,0,46756,Sales,26-35
2354,Masters,2014,Pune,3,27,Male,5,0,53738,Sales,26-35
2355,Masters,2017,New Delhi,2,26,Female,4,1,76864,HR,26-35
2356,Masters,2017,New Delhi,2,30,Female,1,0,75929,HR,26-35
2357,Masters,2018,New Delhi,3,27,Female,5,1,59389,Sales,26-35
2358,Bachelors,2017,Pune,2,29,Male,1,0,60258,HR,26-35
2359,Masters,2014,New Delhi,1,29,Male,1,0,115565,IT,26-35
2360,Bachelors,2015,Pune,2,30,Female,2,1,63322,HR,26-35
2361,Bachelors,2014,Bangalore,3,30,Male,2,1,40589,Sales,26-35
2362,Masters,2018,New Delhi,1,30,Female,2,0,110840,IT,26-35
2363,Bachelors,2017,Bangalore,3,29,Male,1,0,40218,Sales,26-35
2364,Bachelors,2016,Pune,3,28,Male,2,0,44585,Sales,26-35
2365,Bachelors,2018,Bangalore,3,26,Female,4,1,45635,Sales,26-35
2366,Bachelors,2014,Bangalore,1,28,Female,2,0,92332,IT,26-35
2367,Masters,2017,New Delhi,2,29,Female,2,0,73596,HR,26-35
2368,Masters,2013,New Delhi,3,26,Male,4,1,56523,Sales,26-35
2369,Bachelors,2017,New Delhi,2,28,Female,1,0,68476,HR,26-35
2370,Bachelors,2016,Bangalore,3,30,Female,1,0,41653,Sales,26-35
2371,Phd,2015,Pune,3,27,Male,5,0,66380,Sales,26-35
2372,Bachelors,2016,Bangalore,3,29,Male,2,0,46006,Sales,26-35
2373,Bachelors,2014,Pune,2,28,Female,2,1,64953,HR,26-35
2374,Bachelors,2016,Bangalore,3,26,Male,4,0,49434,Sales,26-35
2375,Masters,2017,New Delhi,2,30,Female,2,0,77055,HR,26-35
2376,Phd,2013,New Delhi,3,30,Female,2,0,67512,Sales,26-35
2377,Bachelors,2015,Bangalore,3,29,Male,2,0,43893,Sales,26-35
2378,Bachelors,2017,Bangalore,3,28,Male,2,0,48873,Sales,26-35
2379,Bachelors,2015,Bangalore,3,29,Male,2,1,44631,Sales,26-35
2380,Bachelors,2015,Pune,1,26,Female,4,1,99102,IT,26-35
2381,Bachelors,2013,Bangalore,3,28,Male,1,0,47375,Sales,26-35
2382,Bachelors,2015,Pune,2,29,Female,2,1,61516,HR,26-35
2383,Bachelors,2013,Bangalore,3,26,Male,4,0,46573,Sales,26-35
2384,Masters,2014,Pune,3,30,Male,2,0,56072,Sales,26-35
2385,Masters,2017,Pune,2,30,Male,2,0,79720,HR,26-35
2386,Bachelors,2017,Pune,3,27,Male,5,0,43285,Sales,26-35
2387,Bachelors,2014,New Delhi,3,28,Female,2,0,44541,Sales,26-35
2388,Bachelors,2014,New Delhi,3,27,Female,5,0,43413,Sales,26-35
2389,Bachelors,2015,Pune,2,29,Female,1,1,64309,HR,26-35
2390,Bachelors,2013,Pune,3,26,Male,4,0,47443,Sales,26-35
2391,Bachelors,2014,New Delhi,3,30,Male,1,0,49278,Sales,26-35
2392,Bachelors,2013,Pune,2,26,Male,4,0,64460,HR,26-35
2393,Bachelors,2016,Bangalore,3,26,Male,4,0,45427,Sales,26-35
2394,Masters,2017,New Delhi,2,28,Female,2,0,72608,HR,26-35
2395,Masters,2017,New Delhi,2,27,Male,5,1,79000,HR,26-35
2396,Bachelors,2017,Pune,2,29,Female,1,1,62565,HR,26-35
2397,Masters,2017,New Delhi,2,28,Female,1,1,72449,HR,26-35
2398,Bachelors,2017,New Delhi,2,26,Male,4,0,61532,HR,26-35
2399,Bachelors,2014,Bangalore,3,29,Female,1,1,49640,Sales,26-35
2400,Bachelors,2012,Bangalore,3,28,Male,1,0,49057,Sales,26-35
2401,Bachelors,2016,Bangalore,3,27,Male,5,0,49699,Sales,26-35
2402,Bachelors,2012,Bangalore,3,28,Female,1,0,44512,Sales,26-35
2403,Masters,2015,Pune,2,30,Female,2,1,79930,HR,26-35
2404,Masters,2017,New Delhi,2,28,Male,2,0,72570,HR,26-35
2405,Masters,2015,Pune,2,29,Female,1,0,79321,HR,26-35
2406,Masters,2015,Bangalore,3,26,Male,4,1,51321,Sales,26-35
2407,Bachelors,2013,Bangalore,3,26,Male,4,0,49546,Sales,26-35
2408,Bachelors,2017,Bangalore,3,29,Female,1,0,41068,Sales,26-35
2409,Bachelors,2017,Bangalore,3,27,Male,5,0,48389,Sales,26-35
2410,Bachelors,2014,New Delhi,3,29,Female,2,0,47310,Sales,26-35
2411,Bachelors,2017,New Delhi,3,27,Female,5,0,42258,Sales,26-35
2412,Masters,2017,Pune,2,28,Female,2,0,76171,HR,26-35
2413,Masters,2013,New Delhi,3,27,Female,5,1,54905,Sales,26-35
2414,Masters,2017,New Delhi,3,27,Male,5,1,57387,Sales,26-35
2415,Bachelors,2013,Bangalore,3,30,Male,2,0,47426,Sales,26-35
2416,Bachelors,2015,Pune,2,27,Female,5,1,60980,HR,26-35
2417,Bachelors,2014,Bangalore,3,26,Male,4,0,45250,Sales,26-35
2418,Bachelors,2015,Bangalore,2,27,Female,5,1,68468,HR,26-35
2419,Bachelors,2015,Bangalore,3,30,Male,2,1,41657,Sales,26-35
2420,Masters,2017,Bangalore,2,27,Male,5,0,73842,HR,26-35
2421,Bachelors,2017,Bangalore,3,30,Male,2,1,44888,Sales,26-35
2422,Bachelors,2016,Pune,2,30,Female,2,1,64255,HR,26-35
2423,Masters,2016,Pune,1,27,Female,5,0,115818,IT,26-35
2424,Bachelors,2012,Bangalore,3,26,Male,4,0,42625,Sales,26-35
2425,Bachelors,2014,Bangalore,3,27,Male,5,0,42126,Sales,26-35
2426,Bachelors,2015,Pune,3,29,Female,2,1,40402,Sales,26-35
2427,Bachelors,2013,New Delhi,3,26,Male,4,0,46136,Sales,26-35
2428,Bachelors,2015,Pune,2,29,Female,2,1,66334,HR,26-35
2429,Bachelors,2013,Pune,3,28,Male,2,0,40093,Sales,26-35
2430,Bachelors,2013,Pune,2,27,Male,5,1,67741,HR,26-35
2431,Masters,2014,New Delhi,3,28,Male,1,1,53200,Sales,26-35
2432,Bachelors,2016,New Delhi,3,27,Female,5,1,49392,Sales,26-35
2433,Bachelors,2016,New Delhi,3,29,Female,2,0,47593,Sales,26-35
2434,Masters,2018,New Delhi,1,26,Female,4,1,104173,IT,26-35
2435,Bachelors,2015,Bangalore,3,27,Female,5,0,43295,Sales,26-35
2436,Bachelors,2013,Pune,2,27,Female,5,1,69042,HR,26-35
2437,Bachelors,2014,New Delhi,3,28,Female,2,0,45144,Sales,26-35
2438,Bachelors,2014,Bangalore,3,27,Male,5,0,41118,Sales,26-35
2439,Bachelors,2016,Bangalore,3,29,Female,1,0,45208,Sales,26-35
2440,Bachelors,2012,Bangalore,3,29,Female,1,0,40651,Sales,26-35
2441,Bachelors,2018,Bangalore,3,29,Male,2,1,43953,Sales,26-35
2442,Bachelors,2012,Pune,3,30,Male,1,0,48087,Sales,26-35
2443,Bachelors,2013,Bangalore,3,30,Male,1,1,41681,Sales,26-35
2444,Bachelors,2014,Bangalore,3,27,Male,5,0,45718,Sales,26-35
2445,Bachelors,2015,New Delhi,3,29,Female,1,0,47235,Sales,26-35
2446,Bachelors,2014,Bangalore,3,30,Female,1,0,47121,Sales,26-35
2447,Bachelors,2014,Pune,1,28,Male,2,0,99824,IT,26-35
2448,Bachelors,2015,Pune,3,27,Female,5,0,47231,Sales,26-35
2449,Bachelors,2016,Bangalore,3,30,Male,1,1,41852,Sales,26-35
2450,Bachelors,2016,Pune,3,26,Female,4,1,46803,Sales,26-35
2451,Bachelors,2018,New Delhi,3,27,Female,5,1,46330,Sales,26-35
2452,Bachelors,2015,Bangalore,3,26,Male,4,0,49280,Sales,26-35
2453,Masters,2017,New Delhi,2,27,Male,5,1,74436,HR,26-35
2454,Bachelors,2015,Bangalore,3,26,Male,4,0,41285,Sales,26-35
2455,Bachelors,2017,Pune,3,26,Female,4,1,48400,Sales,26-35
2456,Bachelors,2012,Pune,1,27,Male,5,0,95252,IT,26-35
2457,Bachelors,2016,Bangalore,3,26,Male,4,0,49577,Sales,26-35
2458,Phd,2017,Bangalore,3,28,Female,1,0,67641,Sales,26-35
2459,Bachelors,2015,Pune,3,29,Female,1,1,40193,Sales,26-35
2460,Masters,2014,New Delhi,3,30,Male,2,0,50089,Sales,26-35
2461,Bachelors,2013,Pune,3,26,Male,4,0,44840,Sales,26-35
2462,Bachelors,2012,Bangalore,3,27,Male,5,0,44615,Sales,26-35
2463,Bachelors,2015,Pune,3,28,Male,1,0,47785,Sales,26-35
2464,Bachelors,2013,Bangalore,3,26,Male,4,0,47812,Sales,26-35
2465,Bachelors,2013,New Delhi,3,26,Male,4,0,47928,Sales,26-35
2466,Masters,2012,New Delhi,3,30,Male,2,0,51282,Sales,26-35
2467,Phd,2013,New Delhi,3,27,Male,5,0,69495,Sales,26-35
2468,Bachelors,2012,Bangalore,3,27,Male,5,0,42298,Sales,26-35
2469,Bachelors,2018,Bangalore,3,30,Male,1,1,48710,Sales,26-35
2470,Bachelors,2012,Bangalore,3,26,Female,4,0,45070,Sales,26-35
2471,Masters,2017,New Delhi,3,29,Female,2,0,53983,Sales,26-35
2472,Bachelors,2014,Bangalore,3,29,Male,2,0,47946,Sales,26-35
2473,Bachelors,2017,New Delhi,3,28,Male,1,0,48596,Sales,26-35
2474,Bachelors,2015,Pune,2,26,Female,4,1,65977,HR,26-35
2475,Bachelors,2018,Bangalore,3,27,Female,5,1,43659,Sales,26-35
2476,Bachelors,2014,Bangalore,1,28,Male,1,0,94326,IT,26-35
2477,Bachelors,2016,Bangalore,3,28,Male,1,0,42473,Sales,26-35
2478,Bachelors,2014,Pune,3,26,Male,4,0,45672,Sales,26-35
2479,Bachelors,2012,Pune,3,26,Male,4,0,40575,Sales,26-35
2480,Bachelors,2015,Bangalore,3,28,Male,2,0,40188,Sales,26-35
2481,Bachelors,2014,Bangalore,3,28,Male,1,0,46278,Sales,26-35
2482,Bachelors,2016,Bangalore,3,27,Male,5,0,46028,Sales,26-35
2483,Phd,2012,New Delhi,1,29,Female,2,0,136055,IT,26-35
2484,Bachelors,2013,Bangalore,3,30,Female,2,1,43529,Sales,26-35
2485,Bachelors,2016,Bangalore,3,26,Male,4,0,49644,Sales,26-35
2486,Bachelors,2014,Pune,3,28,Male,1,0,47968,Sales,26-35
2487,Masters,2013,New Delhi,2,26,Male,4,1,77920,HR,26-35
