Education,JoiningYear,City,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Salary,Department
Bachelors,2017,Bangalore,3,28,Male,2,0,48873,Sales
Bachelors,2015,Bangalore,3,29,Male,2,1,44631,Sales
Bachelors,2015,Pune,1,26,Female,4,1,99102,IT
Bachelors,2013,Bangalore,3,28,Male,1,0,47375,Sales
Bachelors,2015,Pune,2,29,Female,2,1,61516,HR
Bachelors,2013,Bangalore,3,26,Male,4,0,46573,Sales
Masters,2014,Pune,3,30,Male,2,0,56072,Sales
Masters,2017,Pune,2,30,Male,2,0,79720,HR
Bachelors,2017,Pune,3,27,Male,5,0,43285,Sales
Bachelors,2014,New Delhi,3,28,Female,2,0,44541,Sales
Bachelors,2014,New Delhi,3,27,Female,5,0,43413,Sales
Bachelors,2015,Pune,2,29,Female,1,1,64309,HR
Bachelors,2013,Pune,3,26,Male,4,0,47443,Sales
Bachelors,2014,New Delhi,3,30,Male,1,0,49278,Sales
Bachelors,2013,Pune,2,26,Male,4,0,64460,HR
Bachelors,2016,Bangalore,3,26,Male,4,0,45427,Sales
Masters,2017,New Delhi,2,28,Female,2,0,72608,HR
Masters,2017,New Delhi,2,27,Male,5,1,79000,HR
Bachelors,2017,Pune,2,29,Female,1,1,62565,HR
Masters,2017,New Delhi,2,28,Female,1,1,72449,HR
Bachelors,2017,New Delhi,2,26,Male,4,0,61532,HR
Bachelors,2014,Bangalore,3,29,Female,1,1,49640,Sales
Bachelors,2012,Bangalore,3,28,Male,1,0,49057,Sales
Bachelors,2016,Bangalore,3,27,Male,5,0,49699,Sales
Bachelors,2012,Bangalore,3,28,Female,1,0,44512,Sales
Masters,2015,Pune,2,30,Female,2,1,79930,HR
Masters,2017,New Delhi,2,28,Male,2,0,72570,HR
Masters,2015,Pune,2,29,Female,1,0,79321,HR
Masters,2015,Bangalore,3,26,Male,4,1,51321,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,49546,Sales
Bachelors,2017,Bangalore,3,29,Female,1,0,41068,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,48389,Sales
Bachelors,2014,New Delhi,3,29,Female,2,0,47310,Sales
Bachelors,2017,New Delhi,3,27,Female,5,0,42258,Sales
Masters,2017,Pune,2,28,Female,2,0,76171,HR
Masters,2013,New Delhi,3,27,Female,5,1,54905,Sales
Masters,2017,New Delhi,3,27,Male,5,1,57387,Sales
Bachelors,2013,Bangalore,3,30,Male,2,0,47426,Sales
Bachelors,2015,Pune,2,27,Female,5,1,60980,HR
Bachelors,2014,Bangalore,3,26,Male,4,0,45250,Sales
Bachelors,2015,Bangalore,2,27,Female,5,1,68468,HR
Bachelors,2015,Bangalore,3,30,Male,2,1,41657,Sales
Masters,2017,Bangalore,2,27,Male,5,0,73842,HR
Bachelors,2017,Bangalore,3,30,Male,2,1,44888,Sales
Bachelors,2016,Pune,2,30,Female,2,1,64255,HR
Masters,2016,Pune,1,27,Female,5,0,115818,IT
Bachelors,2012,Bangalore,3,26,Male,4,0,42625,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,42126,Sales
Bachelors,2015,Pune,3,29,Female,2,1,40402,Sales
Bachelors,2013,New Delhi,3,26,Male,4,0,46136,Sales
Bachelors,2015,Pune,2,29,Female,2,1,66334,HR
Bachelors,2013,Pune,3,28,Male,2,0,40093,Sales
Bachelors,2013,Pune,2,27,Male,5,1,67741,HR
Masters,2014,New Delhi,3,28,Male,1,1,53200,Sales
Bachelors,2016,New Delhi,3,27,Female,5,1,49392,Sales
Bachelors,2016,New Delhi,3,29,Female,2,0,47593,Sales
Masters,2018,New Delhi,1,26,Female,4,1,104173,IT
Bachelors,2015,Bangalore,3,27,Female,5,0,43295,Sales
Bachelors,2013,Pune,2,27,Female,5,1,69042,HR
Bachelors,2014,New Delhi,3,28,Female,2,0,45144,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,41118,Sales
Bachelors,2016,Bangalore,3,29,Female,1,0,45208,Sales
Bachelors,2012,Bangalore,3,29,Female,1,0,40651,Sales
Bachelors,2018,Bangalore,3,29,Male,2,1,43953,Sales
Bachelors,2012,Pune,3,30,Male,1,0,48087,Sales
Bachelors,2013,Bangalore,3,30,Male,1,1,41681,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,45718,Sales
Bachelors,2015,New Delhi,3,29,Female,1,0,47235,Sales
Bachelors,2014,Bangalore,3,30,Female,1,0,47121,Sales
Bachelors,2014,Pune,1,28,Male,2,0,99824,IT
Bachelors,2015,Pune,3,27,Female,5,0,47231,Sales
Bachelors,2016,Bangalore,3,30,Male,1,1,41852,Sales
Bachelors,2016,Pune,3,26,Female,4,1,46803,Sales
Bachelors,2018,New Delhi,3,27,Female,5,1,46330,Sales
Bachelors,2015,Bangalore,3,26,Male,4,0,49280,Sales
Masters,2017,New Delhi,2,27,Male,5,1,74436,HR
Bachelors,2015,Bangalore,3,26,Male,4,0,41285,Sales
Bachelors,2017,Pune,3,26,Female,4,1,48400,Sales
Bachelors,2012,Pune,1,27,Male,5,0,95252,IT
Bachelors,2016,Bangalore,3,26,Male,4,0,49577,Sales
PHD,2017,Bangalore,3,28,Female,1,0,67641,Sales
Bachelors,2015,Pune,3,29,Female,1,1,40193,Sales
Masters,2014,New Delhi,3,30,Male,2,0,50089,Sales
Bachelors,2013,Pune,3,26,Male,4,0,44840,Sales
Bachelors,2012,Bangalore,3,27,Male,5,0,44615,Sales
Bachelors,2015,Pune,3,28,Male,1,0,47785,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,47812,Sales
Bachelors,2013,New Delhi,3,26,Male,4,0,47928,Sales
Masters,2012,New Delhi,3,30,Male,2,0,51282,Sales
PHD,2013,New Delhi,3,27,Male,5,0,69495,Sales
Bachelors,2012,Bangalore,3,27,Male,5,0,42298,Sales
Bachelors,2018,Bangalore,3,30,Male,1,1,48710,Sales
Bachelors,2012,Bangalore,3,26,Female,4,0,45070,Sales
Masters,2017,New Delhi,3,29,Female,2,0,53983,Sales
Bachelors,2014,Bangalore,3,29,Male,2,0,47946,Sales
Bachelors,2017,New Delhi,3,28,Male,1,0,48596,Sales
Bachelors,2015,Pune,2,26,Female,4,1,65977,HR
Bachelors,2018,Bangalore,3,27,Female,5,1,43659,Sales
Bachelors,2014,Bangalore,1,28,Male,1,0,94326,IT
Bachelors,2016,Bangalore,3,28,Male,1,0,42473,Sales
Bachelors,2014,Pune,3,26,Male,4,0,45672,Sales
Bachelors,2012,Pune,3,26,Male,4,0,40575,Sales
Bachelors,2015,Bangalore,3,28,Male,2,0,40188,Sales
Bachelors,2014,Bangalore,3,28,Male,1,0,46278,Sales
Bachelors,2016,Bangalore,3,27,Male,5,0,46028,Sales
PHD,2012,New Delhi,1,29,Female,2,0,136055,IT
Bachelors,2013,Bangalore,3,30,Female,2,1,43529,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,49644,Sales
Bachelors,2014,Pune,3,28,Male,1,0,47968,Sales
Masters,2013,New Delhi,2,26,Male,4,1,77920,HR
Bachelors,2017,Bangalore,3,27,Male,5,0,40259,Sales
Bachelors,2013,Pune,3,27,Female,5,0,42567,Sales
PHD,2015,New Delhi,3,28,Male,2,0,67176,Sales
Masters,2017,Pune,2,28,Male,2,0,75207,HR
Bachelors,2014,Pune,3,28,Male,4,0,43594,Sales
Bachelors,2016,Bangalore,3,29,Female,1,1,40725,Sales
Bachelors,2017,Bangalore,3,26,Female,4,1,46495,Sales
Bachelors,2015,Bangalore,3,30,Male,0,0,48717,Sales
Masters,2012,New Delhi,3,30,Male,2,0,56690,Sales
Bachelors,2012,Bangalore,1,30,Female,0,0,89967,IT
Bachelors,2014,New Delhi,3,27,Female,5,0,47551,Sales
Bachelors,2017,New Delhi,2,28,Female,0,0,68065,HR
Bachelors,2012,Pune,3,26,Male,4,0,44864,Sales
Bachelors,2015,Pune,3,29,Female,3,1,47869,Sales
Masters,2017,Pune,2,30,Male,0,1,75915,HR
Bachelors,2013,New Delhi,3,26,Male,4,0,40916,Sales
Masters,2014,Pune,3,30,Male,0,1,53305,Sales
Bachelors,2013,Pune,3,29,Male,2,0,40091,Sales
Bachelors,2017,Bangalore,3,28,Male,3,0,48824,Sales
Masters,2018,New Delhi,3,27,Male,5,1,52666,Sales
Masters,2017,New Delhi,2,26,Female,4,1,72894,HR
Bachelors,2012,Bangalore,3,30,Female,0,1,49168,Sales
Bachelors,2012,Bangalore,3,29,Female,4,0,44518,Sales
Bachelors,2014,Bangalore,3,29,Male,1,0,45788,Sales
Bachelors,2016,Bangalore,3,27,Male,5,0,49208,Sales
Bachelors,2015,Bangalore,3,28,Male,4,0,45329,Sales
Bachelors,2014,Bangalore,3,26,Male,4,0,47585,Sales
Bachelors,2016,Pune,3,29,Male,5,0,47657,Sales
Bachelors,2014,Bangalore,3,29,Male,0,0,43239,Sales
Masters,2013,Bangalore,3,30,Male,5,1,58937,Sales
Bachelors,2017,New Delhi,3,30,Female,3,0,40162,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,40593,Sales
PHD,2015,Pune,2,30,Female,4,0,83875,HR
Masters,2014,Bangalore,3,30,Male,4,1,52595,Sales
Masters,2017,New Delhi,2,27,Male,5,1,73831,HR
Bachelors,2013,Pune,3,30,Male,0,0,44337,Sales
Masters,2017,Pune,2,30,Male,0,0,74541,HR
Masters,2017,New Delhi,2,29,Female,2,0,79237,HR
Masters,2017,New Delhi,2,29,Male,2,0,74608,HR
Bachelors,2014,Bangalore,1,27,Male,5,1,96979,IT
Bachelors,2012,Bangalore,3,27,Female,5,0,45987,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,40472,Sales
Masters,2018,New Delhi,3,30,Female,4,1,51292,Sales
Bachelors,2015,Bangalore,3,29,Female,1,0,44213,Sales
Bachelors,2014,Pune,3,26,Female,4,1,42063,Sales
Masters,2016,Pune,3,28,Male,2,0,57480,Sales
Bachelors,2015,New Delhi,3,28,Female,4,0,42328,Sales
Bachelors,2015,Bangalore,3,30,Male,0,0,47139,Sales
Bachelors,2014,Bangalore,3,28,Female,3,0,46860,Sales
Bachelors,2017,Bangalore,3,28,Male,4,0,46709,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,42558,Sales
Bachelors,2015,Bangalore,3,28,Female,0,0,43315,Sales
Bachelors,2015,Pune,2,28,Female,2,1,62098,HR
Masters,2013,Pune,3,27,Female,5,1,57003,Sales
Bachelors,2016,Bangalore,3,27,Male,5,1,45014,Sales
Bachelors,2012,Pune,3,29,Male,1,0,41889,Sales
Bachelors,2015,Pune,2,28,Female,0,1,69065,HR
Bachelors,2018,Pune,3,30,Male,3,1,45888,Sales
Bachelors,2016,Bangalore,3,29,Male,5,0,41239,Sales
Masters,2013,New Delhi,2,27,Female,5,1,76681,HR
Masters,2017,New Delhi,2,30,Male,2,0,70808,HR
Bachelors,2012,New Delhi,3,26,Male,4,0,45730,Sales
Bachelors,2016,Bangalore,3,30,Male,2,1,47238,Sales
Bachelors,2017,New Delhi,2,29,Male,3,1,66468,HR
Bachelors,2017,Pune,2,28,Male,3,0,67607,HR
Bachelors,2013,Bangalore,3,27,Male,5,0,42294,Sales
Bachelors,2013,Bangalore,3,29,Male,4,0,40304,Sales
Bachelors,2013,Bangalore,3,30,Male,5,0,47686,Sales
Bachelors,2015,Bangalore,3,26,Male,4,0,49345,Sales
Bachelors,2015,Pune,2,26,Female,4,1,62715,HR
Bachelors,2012,Bangalore,3,29,Male,2,1,46696,Sales
Masters,2015,Bangalore,3,28,Male,0,1,57837,Sales
Bachelors,2014,New Delhi,3,29,Female,2,0,44122,Sales
Masters,2015,Pune,3,29,Female,4,0,52457,Sales
Bachelors,2013,Bangalore,3,27,Male,5,0,46306,Sales
Bachelors,2013,Pune,3,27,Female,5,1,47295,Sales
Bachelors,2017,Bangalore,3,30,Male,1,1,44812,Sales
Masters,2014,Pune,3,30,Male,2,0,55195,Sales
Bachelors,2015,New Delhi,3,28,Female,4,0,44585,Sales
Bachelors,2013,Bangalore,3,26,Female,4,0,43925,Sales
Bachelors,2014,Bangalore,3,28,Male,5,0,44135,Sales
Bachelors,2017,Bangalore,1,28,Female,0,1,94045,IT
Bachelors,2016,Bangalore,3,27,Male,5,0,44185,Sales
Bachelors,2013,Bangalore,3,28,Male,5,0,47424,Sales
Masters,2013,New Delhi,3,30,Male,2,1,58809,Sales
Masters,2013,New Delhi,1,29,Female,2,1,113371,IT
Bachelors,2017,Bangalore,3,26,Male,4,0,46723,Sales
Bachelors,2015,Pune,3,28,Male,3,0,41863,Sales
Bachelors,2013,Bangalore,3,29,Male,2,0,46167,Sales
Masters,2017,New Delhi,2,28,Female,2,0,77424,HR
Masters,2017,New Delhi,2,30,Female,2,0,70630,HR
PHD,2013,New Delhi,3,27,Female,5,0,67923,Sales
Bachelors,2016,Pune,3,26,Male,4,0,41145,Sales
Bachelors,2017,New Delhi,2,26,Female,4,0,60644,HR
Bachelors,2016,Bangalore,3,28,Female,1,1,46842,Sales
Bachelors,2017,Pune,2,27,Female,5,1,69093,HR
Bachelors,2012,Bangalore,3,27,Female,5,0,42829,Sales
Bachelors,2014,Bangalore,3,26,Male,4,1,47526,Sales
Bachelors,2016,Bangalore,3,27,Male,5,0,43843,Sales
Bachelors,2015,Bangalore,3,27,Female,5,0,46493,Sales
Bachelors,2015,Pune,3,29,Male,1,0,48921,Sales
Bachelors,2018,Bangalore,3,26,Male,4,1,45046,Sales
Bachelors,2012,Bangalore,3,26,Female,4,0,47091,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,43121,Sales
Bachelors,2015,Pune,3,30,Female,0,1,43553,Sales
Bachelors,2017,Bangalore,3,30,Male,3,0,46152,Sales
PHD,2012,New Delhi,3,29,Male,5,0,65150,Sales
Bachelors,2016,Pune,3,29,Male,5,0,47577,Sales
Bachelors,2014,Bangalore,3,26,Female,4,0,40663,Sales
PHD,2014,New Delhi,3,28,Female,0,0,67321,Sales
Bachelors,2018,Bangalore,3,28,Male,1,1,48160,Sales
Bachelors,2013,New Delhi,3,27,Female,5,0,43803,Sales
Bachelors,2013,Bangalore,3,28,Male,2,0,43514,Sales
Bachelors,2018,Bangalore,3,29,Male,0,1,42969,Sales
Bachelors,2016,Bangalore,3,29,Male,3,0,43840,Sales
Bachelors,2018,Pune,3,30,Female,2,1,47337,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,42897,Sales
Bachelors,2014,Pune,3,29,Male,3,0,48725,Sales
Bachelors,2013,Pune,3,30,Male,4,0,48158,Sales
Masters,2015,New Delhi,3,29,Male,2,0,55772,Sales
Bachelors,2018,Pune,3,27,Male,5,1,41325,Sales
Bachelors,2016,Bangalore,3,28,Male,2,0,43140,Sales
Bachelors,2015,Bangalore,3,29,Male,1,0,40096,Sales
Bachelors,2016,Bangalore,3,30,Male,0,0,46130,Sales
Bachelors,2016,Bangalore,3,28,Female,1,0,45673,Sales
Bachelors,2017,New Delhi,3,26,Female,4,0,45894,Sales
Bachelors,2014,Pune,2,29,Female,1,1,68450,HR
PHD,2013,New Delhi,3,30,Female,2,0,60517,Sales
Bachelors,2016,Bangalore,3,28,Male,3,0,47648,Sales
Bachelors,2015,Bangalore,3,28,Male,1,0,44118,Sales
Bachelors,2016,Pune,3,28,Male,5,0,48199,Sales
Bachelors,2017,Pune,2,28,Female,1,1,66102,HR
Bachelors,2015,Bangalore,3,30,Male,4,0,42857,Sales
Masters,2012,New Delhi,3,27,Male,5,0,52630,Sales
Masters,2017,New Delhi,3,29,Female,2,0,59289,Sales
Bachelors,2018,New Delhi,3,29,Female,2,1,40846,Sales
Bachelors,2018,Bangalore,3,29,Male,0,1,43155,Sales
Bachelors,2012,Bangalore,3,28,Female,0,0,47546,Sales
Bachelors,2015,Pune,2,28,Female,0,1,69913,HR
Masters,2017,New Delhi,2,27,Female,5,1,79214,HR
Bachelors,2018,Pune,3,28,Female,5,1,45282,Sales
Bachelors,2016,Pune,3,28,Male,1,0,47431,Sales
Bachelors,2014,Bangalore,1,26,Male,4,1,92576,IT
Bachelors,2014,New Delhi,2,29,Female,3,1,69295,HR
Masters,2014,Pune,3,26,Male,4,1,51419,Sales
Bachelors,2017,Pune,3,27,Male,5,0,49774,Sales
Bachelors,2013,Pune,3,30,Male,4,1,47630,Sales
Bachelors,2015,Bangalore,3,30,Male,3,0,47150,Sales
Bachelors,2012,Bangalore,3,29,Male,2,1,40749,Sales
Bachelors,2014,Pune,3,26,Male,4,0,43096,Sales
Bachelors,2013,Bangalore,3,26,Female,4,0,48477,Sales
Masters,2017,New Delhi,2,30,Female,2,1,75426,HR
Bachelors,2012,Pune,3,29,Male,0,0,48461,Sales
Bachelors,2015,Pune,1,30,Female,0,1,92417,IT
Bachelors,2017,Bangalore,3,28,Male,3,0,42706,Sales
Bachelors,2013,Bangalore,3,28,Male,5,0,45178,Sales
Bachelors,2017,Pune,2,30,Female,4,1,69075,HR
Bachelors,2017,Pune,2,28,Male,5,0,61914,HR
Bachelors,2014,New Delhi,3,27,Female,5,1,40927,Sales
Bachelors,2012,Bangalore,3,28,Female,2,0,48011,Sales
Bachelors,2013,Bangalore,3,29,Female,5,0,42935,Sales
Bachelors,2012,Bangalore,3,27,Female,5,1,40191,Sales
Bachelors,2017,Pune,2,28,Female,3,1,65141,HR
Bachelors,2015,Bangalore,1,29,Male,4,0,92590,IT
Bachelors,2013,Bangalore,2,30,Male,0,1,62738,HR
PHD,2018,Bangalore,3,28,Male,2,1,64736,Sales
Bachelors,2015,Pune,3,28,Female,3,1,48072,Sales
Bachelors,2015,Bangalore,3,27,Male,5,0,47450,Sales
Bachelors,2015,Bangalore,3,30,Female,3,1,47424,Sales
Bachelors,2012,Bangalore,3,29,Male,5,0,40414,Sales
Bachelors,2012,Bangalore,3,27,Female,5,0,49905,Sales
Bachelors,2015,Bangalore,3,26,Female,4,0,47800,Sales
Bachelors,2016,Pune,3,27,Male,5,0,44383,Sales
Bachelors,2013,Bangalore,3,27,Female,5,0,41539,Sales
Bachelors,2013,Pune,3,28,Male,0,0,40916,Sales
Bachelors,2014,Pune,3,29,Male,1,0,46314,Sales
Bachelors,2017,New Delhi,2,27,Male,5,0,66446,HR
Bachelors,2013,New Delhi,3,27,Female,5,0,44144,Sales
Bachelors,2017,Pune,3,30,Male,5,0,47005,Sales
Bachelors,2013,Pune,3,27,Male,5,0,42597,Sales
Bachelors,2012,New Delhi,3,30,Female,3,0,44218,Sales
Bachelors,2013,Pune,2,30,Male,1,1,62003,HR
PHD,2015,New Delhi,3,27,Female,5,0,64192,Sales
Bachelors,2014,Pune,3,26,Male,4,0,44442,Sales
Bachelors,2015,Pune,2,27,Female,5,1,64729,HR
Masters,2017,New Delhi,2,29,Male,1,0,78023,HR
Bachelors,2013,New Delhi,3,28,Female,3,0,44122,Sales
Masters,2012,Pune,3,29,Male,4,1,57390,Sales
Bachelors,2014,New Delhi,3,28,Female,3,0,46415,Sales
Bachelors,2018,Bangalore,3,27,Male,5,1,48391,Sales
Bachelors,2012,Bangalore,3,29,Male,1,0,44902,Sales
Bachelors,2017,Pune,2,26,Male,4,0,65342,HR
Bachelors,2014,Bangalore,3,30,Male,2,1,41821,Sales
Bachelors,2014,New Delhi,3,29,Male,4,0,40759,Sales
Bachelors,2015,Pune,2,26,Female,4,1,64057,HR
Bachelors,2014,Bangalore,3,27,Female,5,0,42999,Sales
Masters,2013,New Delhi,2,26,Male,4,1,76364,HR
Bachelors,2013,New Delhi,3,29,Female,2,0,48960,Sales
Bachelors,2016,Bangalore,2,30,Female,4,1,65919,HR
Bachelors,2017,New Delhi,3,29,Female,0,0,44448,Sales
Bachelors,2018,Bangalore,3,28,Male,3,1,41738,Sales
Bachelors,2014,Bangalore,3,29,Male,4,0,43058,Sales
Masters,2017,New Delhi,2,30,Female,2,0,70099,HR
Bachelors,2018,Bangalore,3,29,Male,2,1,49412,Sales
Bachelors,2017,New Delhi,2,28,Female,1,0,65690,HR
Bachelors,2013,Bangalore,2,27,Female,5,1,68102,HR
Bachelors,2015,Bangalore,3,30,Male,4,0,49140,Sales
Bachelors,2012,Bangalore,3,26,Male,4,0,47900,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,41988,Sales
Masters,2017,Bangalore,2,30,Male,3,0,70698,HR
Masters,2017,New Delhi,2,29,Male,4,0,72366,HR
Bachelors,2014,Bangalore,3,28,Male,3,0,48182,Sales
Masters,2017,New Delhi,3,27,Male,5,1,59802,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,41150,Sales
Bachelors,2017,New Delhi,3,27,Male,5,0,49282,Sales
Bachelors,2016,Pune,3,30,Male,0,0,44598,Sales
Bachelors,2015,Bangalore,3,29,Female,0,0,47383,Sales
Bachelors,2015,Pune,2,27,Female,5,1,62555,HR
Bachelors,2013,Bangalore,3,26,Female,4,0,43242,Sales
Bachelors,2015,New Delhi,3,29,Male,1,0,41006,Sales
Bachelors,2017,Bangalore,3,30,Male,4,0,43691,Sales
PHD,2017,New Delhi,3,27,Male,5,0,60186,Sales
PHD,2013,Bangalore,3,27,Male,5,0,66503,Sales
Bachelors,2018,Bangalore,3,28,Male,1,1,40730,Sales
Bachelors,2013,Bangalore,3,29,Male,1,0,42166,Sales
Masters,2017,Pune,2,29,Female,2,1,79216,HR
Bachelors,2015,Pune,3,27,Male,5,0,40193,Sales
Bachelors,2012,Bangalore,3,27,Female,5,0,47805,Sales
Masters,2018,Pune,3,26,Male,4,1,54579,Sales
Bachelors,2012,New Delhi,1,27,Female,5,1,83897,IT
Masters,2017,Pune,2,27,Male,5,1,72846,HR
Bachelors,2015,Pune,1,28,Female,0,1,97938,IT
Bachelors,2014,Bangalore,3,29,Male,4,1,43265,Sales
Bachelors,2017,New Delhi,3,29,Female,3,0,41925,Sales
PHD,2015,Pune,2,26,Female,4,0,86325,HR
Bachelors,2017,Bangalore,3,30,Female,5,0,48572,Sales
Bachelors,2016,Pune,3,26,Male,4,0,46915,Sales
Masters,2013,Pune,3,26,Male,4,1,57707,Sales
Bachelors,2012,Pune,2,29,Female,2,1,66462,HR
Bachelors,2018,Bangalore,3,30,Male,2,1,45632,Sales
Bachelors,2016,Bangalore,3,27,Male,5,0,45126,Sales
Bachelors,2015,Bangalore,3,26,Male,4,0,43380,Sales
Bachelors,2018,Bangalore,2,28,Female,3,1,68748,HR
Bachelors,2012,Bangalore,3,28,Male,0,1,43649,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,41005,Sales
Bachelors,2012,Bangalore,3,28,Female,0,0,41535,Sales
Masters,2014,New Delhi,3,28,Male,2,0,57548,Sales
Bachelors,2012,Bangalore,3,26,Female,4,0,43165,Sales
Bachelors,2015,Pune,3,27,Male,5,0,45542,Sales
Bachelors,2016,Bangalore,3,28,Male,2,0,48171,Sales
Bachelors,2018,Pune,3,29,Male,3,1,40676,Sales
Bachelors,2014,New Delhi,3,29,Male,4,0,42445,Sales
Bachelors,2015,Bangalore,3,29,Male,1,0,44950,Sales
Masters,2018,Bangalore,3,27,Male,5,1,58801,Sales
Bachelors,2014,Bangalore,3,28,Male,5,0,40349,Sales
Masters,2017,Pune,2,27,Male,5,0,75457,HR
Bachelors,2017,Pune,2,27,Male,5,0,63093,HR
Bachelors,2014,Bangalore,3,28,Male,4,0,48427,Sales
Bachelors,2017,New Delhi,2,26,Male,4,0,64170,HR
Bachelors,2017,Pune,3,29,Female,0,1,48737,Sales
Bachelors,2012,Bangalore,3,26,Female,4,0,42314,Sales
Bachelors,2017,New Delhi,2,26,Female,4,0,64303,HR
Bachelors,2017,Pune,2,26,Female,4,1,60147,HR
Bachelors,2014,Bangalore,3,30,Male,1,0,45506,Sales
Bachelors,2018,Bangalore,3,29,Male,2,1,42595,Sales
Masters,2013,Bangalore,3,30,Male,2,1,58685,Sales
Bachelors,2016,Bangalore,3,27,Female,5,0,48579,Sales
Bachelors,2016,New Delhi,3,26,Female,4,0,49448,Sales
Bachelors,2017,Bangalore,1,30,Male,1,0,99601,IT
Bachelors,2015,New Delhi,3,30,Female,1,0,45232,Sales
Bachelors,2013,Pune,3,30,Male,0,0,46109,Sales
Bachelors,2015,Pune,3,27,Male,5,0,43170,Sales
Bachelors,2017,Pune,3,30,Female,1,1,43149,Sales
PHD,2018,New Delhi,3,30,Male,2,1,65482,Sales
Bachelors,2018,Bangalore,3,29,Male,1,1,47348,Sales
Bachelors,2013,Bangalore,3,30,Male,0,0,46620,Sales
Bachelors,2017,Bangalore,3,27,Male,5,1,48331,Sales
Bachelors,2016,New Delhi,3,29,Female,2,0,46823,Sales
Bachelors,2013,Pune,3,28,Male,5,0,45814,Sales
Bachelors,2014,New Delhi,3,26,Male,4,0,49814,Sales
Bachelors,2015,Pune,2,30,Female,1,1,65048,HR
Masters,2013,New Delhi,2,26,Male,4,1,74723,HR
Bachelors,2016,Bangalore,3,26,Male,4,0,45243,Sales
Masters,2012,Pune,3,27,Male,5,1,54241,Sales
Bachelors,2017,Bangalore,3,27,Female,5,0,42664,Sales
Bachelors,2013,Bangalore,3,30,Male,1,0,44232,Sales
Bachelors,2014,New Delhi,3,27,Male,5,0,41429,Sales
Masters,2013,Bangalore,3,30,Male,1,1,58563,Sales
Bachelors,2016,Bangalore,3,29,Male,2,1,48419,Sales
Bachelors,2016,Bangalore,3,28,Male,3,0,46372,Sales
Masters,2017,New Delhi,3,29,Female,2,0,50213,Sales
Bachelors,2014,New Delhi,3,26,Male,4,0,42642,Sales
Masters,2018,New Delhi,3,30,Male,2,1,59084,Sales
Masters,2014,Pune,3,27,Female,5,1,57370,Sales
Bachelors,2017,Pune,3,29,Male,0,0,48446,Sales
Masters,2016,New Delhi,3,30,Male,2,0,55778,Sales
Masters,2017,New Delhi,3,30,Male,3,1,50719,Sales
Bachelors,2013,Pune,2,30,Female,1,1,65657,HR
Masters,2014,New Delhi,3,28,Female,3,0,56120,Sales
Bachelors,2013,Pune,3,26,Male,4,0,40319,Sales
Bachelors,2017,Bangalore,1,30,Male,2,0,97806,IT
Bachelors,2016,Bangalore,3,28,Male,3,0,40970,Sales
Bachelors,2013,Pune,1,30,Female,1,1,89513,IT
Bachelors,2013,Bangalore,3,30,Female,5,0,46307,Sales
Bachelors,2016,Bangalore,3,27,Male,5,0,40527,Sales
Bachelors,2015,Pune,3,27,Male,5,0,49118,Sales
Masters,2012,New Delhi,3,26,Female,4,0,52935,Sales
Bachelors,2013,Pune,2,26,Male,4,0,63569,HR
Bachelors,2018,Bangalore,3,27,Male,5,1,41030,Sales
PHD,2018,New Delhi,2,30,Female,4,1,85923,HR
Bachelors,2017,Bangalore,3,29,Male,3,0,48145,Sales
Bachelors,2013,Bangalore,3,28,Male,1,0,41169,Sales
Bachelors,2012,Bangalore,3,28,Male,2,0,40286,Sales
Masters,2017,New Delhi,1,30,Male,2,0,114564,IT
Bachelors,2017,New Delhi,2,26,Female,4,0,60507,HR
Masters,2013,Bangalore,1,29,Female,2,1,114723,IT
Bachelors,2012,Pune,3,29,Male,5,0,49774,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,45893,Sales
Bachelors,2015,Bangalore,3,29,Male,4,0,45470,Sales
Bachelors,2014,Bangalore,3,29,Male,3,1,44474,Sales
Bachelors,2018,Bangalore,3,28,Male,0,1,42217,Sales
Bachelors,2012,Bangalore,3,27,Male,5,1,40962,Sales
Bachelors,2017,New Delhi,2,26,Male,4,0,61805,HR
Bachelors,2014,Pune,2,29,Female,1,1,67292,HR
Bachelors,2017,Bangalore,3,29,Male,4,0,47200,Sales
Bachelors,2015,Pune,2,28,Female,3,1,64840,HR
Bachelors,2017,Bangalore,3,28,Male,5,0,43302,Sales
Bachelors,2017,Bangalore,3,29,Male,0,0,46860,Sales
Bachelors,2017,Bangalore,3,30,Male,2,0,41184,Sales
